t;pais;tipo_aplicacion;descargas
11,921922;Argentina;videojuego;88,009634
11,951952;Argentina;videojuego;97,043281
11,981982;Argentina;videojuego;94,147158
12,012012;Argentina;videojuego;94,445693
12,042042;Argentina;videojuego;95,343206
12,072072;Argentina;videojuego;92,900085
12,102102;Argentina;videojuego;91,222036
12,132132;Argentina;videojuego;93,901863
12,162162;Argentina;videojuego;92,449466
12,192192;Argentina;videojuego;96,03698
12,222222;Argentina;videojuego;91,976247
12,252252;Argentina;videojuego;96,936514
12,282282;Argentina;videojuego;89,833954
12,312312;Argentina;videojuego;95,830576
12,342342;Argentina;videojuego;94,226245
12,372372;Argentina;videojuego;96,592346
12,402402;Argentina;videojuego;96,938881
12,432432;Argentina;videojuego;94,456485
12,462462;Argentina;videojuego;96,719744
12,492492;Argentina;videojuego;95,665272
12,522523;Argentina;videojuego;100,830674
12,552553;Argentina;videojuego;93,897386
12,582583;Argentina;videojuego;94,995549
12,612613;Argentina;videojuego;97,123867
12,642643;Argentina;videojuego;97,966038
12,672673;Argentina;videojuego;92,344142
12,702703;Argentina;videojuego;91,362541
12,732733;Argentina;videojuego;99,268596
12,762763;Argentina;videojuego;94,462416
12,792793;Argentina;videojuego;94,166118
12,822823;Argentina;videojuego;95,631521
12,852853;Argentina;videojuego;93,760328
12,882883;Argentina;videojuego;93,343818
12,912913;Argentina;videojuego;98,365765
12,942943;Argentina;videojuego;94,978978
12,972973;Argentina;videojuego;96,662382
13,003003;Argentina;videojuego;92,757476
13,033033;Argentina;videojuego;95,556063
13,063063;Argentina;videojuego;98,198958
13,093093;Argentina;videojuego;93,128151
13,123123;Argentina;videojuego;96,247621
13,153153;Argentina;videojuego;96,619997
13,183183;Argentina;videojuego;99,133136
13,213213;Argentina;videojuego;97,570918
13,243243;Argentina;videojuego;95,409575
13,273273;Argentina;videojuego;100,718241
13,303303;Argentina;videojuego;96,209439
13,333333;Argentina;videojuego;93,067678
13,363363;Argentina;videojuego;97,951415
13,393393;Argentina;videojuego;97,093744
13,423423;Argentina;videojuego;99,4896
13,453453;Argentina;videojuego;97,690206
13,483483;Argentina;videojuego;99,472225
13,513514;Argentina;videojuego;93,894723
13,543544;Argentina;videojuego;97,404579
13,573574;Argentina;videojuego;99,561982
13,603604;Argentina;videojuego;96,763044
13,633634;Argentina;videojuego;101,591861
13,663664;Argentina;videojuego;94,493429
13,693694;Argentina;videojuego;99,888615
13,723724;Argentina;videojuego;98,163466
13,753754;Argentina;videojuego;97,740197
13,783784;Argentina;videojuego;100,470002
13,813814;Argentina;videojuego;98,878749
13,843844;Argentina;videojuego;98,758724
13,873874;Argentina;videojuego;103,734602
13,903904;Argentina;videojuego;104,491669
13,933934;Argentina;videojuego;97,447163
13,963964;Argentina;videojuego;99,530077
13,993994;Argentina;videojuego;97,189106
14,024024;Argentina;videojuego;96,915922
14,054054;Argentina;videojuego;102,158459
14,084084;Argentina;videojuego;100,630831
14,114114;Argentina;videojuego;102,593774
14,144144;Argentina;videojuego;98,184021
14,174174;Argentina;videojuego;103,340311
14,204204;Argentina;videojuego;101,130455
14,234234;Argentina;videojuego;98,069506
14,264264;Argentina;videojuego;99,546456
14,294294;Argentina;videojuego;106,853665
14,324324;Argentina;videojuego;102,769699
14,354354;Argentina;videojuego;104,72906
14,384384;Argentina;videojuego;101,425996
14,414414;Argentina;videojuego;97,931649
14,444444;Argentina;videojuego;105,570092
14,474474;Argentina;videojuego;103,735163
14,504505;Argentina;videojuego;103,754505
14,534535;Argentina;videojuego;102,887486
14,564565;Argentina;videojuego;103,536385
14,594595;Argentina;videojuego;104,031538
14,624625;Argentina;videojuego;97,256784
14,654655;Argentina;videojuego;107,969322
14,684685;Argentina;videojuego;105,694691
14,714715;Argentina;videojuego;100,897583
14,744745;Argentina;videojuego;103,250773
14,774775;Argentina;videojuego;98,322264
14,804805;Argentina;videojuego;103,368863
14,834835;Argentina;videojuego;104,596589
14,864865;Argentina;videojuego;106,923868
14,894895;Argentina;videojuego;103,75121
14,924925;Argentina;videojuego;103,085658
14,954955;Argentina;videojuego;102,876946
14,984985;Argentina;videojuego;104,055832
15,015015;Argentina;videojuego;103,164357
15,045045;Argentina;videojuego;105,98623
15,075075;Argentina;videojuego;105,308675
15,105105;Argentina;videojuego;105,124698
15,135135;Argentina;videojuego;104,995281
15,165165;Argentina;videojuego;110,63246
15,195195;Argentina;videojuego;101,363367
15,225225;Argentina;videojuego;108,030186
15,255255;Argentina;videojuego;100,966962
15,285285;Argentina;videojuego;115,22594
15,315315;Argentina;videojuego;103,954828
15,345345;Argentina;videojuego;105,335126
15,375375;Argentina;videojuego;106,268821
15,405405;Argentina;videojuego;107,334709
15,435435;Argentina;videojuego;102,473858
15,465465;Argentina;videojuego;111,114907
15,495495;Argentina;videojuego;105,535499
15,525526;Argentina;videojuego;107,612348
15,555556;Argentina;videojuego;112,335972
15,585586;Argentina;videojuego;103,857894
15,615616;Argentina;videojuego;110,5945
15,645646;Argentina;videojuego;112,155487
15,675676;Argentina;videojuego;108,609511
15,705706;Argentina;videojuego;105,31966
15,735736;Argentina;videojuego;114,05089
15,765766;Argentina;videojuego;111,342273
15,795796;Argentina;videojuego;105,825815
15,825826;Argentina;videojuego;107,454923
15,855856;Argentina;videojuego;110,516597
15,885886;Argentina;videojuego;109,697592
15,915916;Argentina;videojuego;105,765467
15,945946;Argentina;videojuego;107,110969
15,975976;Argentina;videojuego;112,022724
16,006006;Argentina;videojuego;110,345503
16,036036;Argentina;videojuego;101,084113
16,066066;Argentina;videojuego;116,784625
16,096096;Argentina;videojuego;109,545433
16,126126;Argentina;videojuego;107,725564
16,156156;Argentina;videojuego;108,43138
16,186186;Argentina;videojuego;111,159272
16,216216;Argentina;videojuego;106,338895
16,246246;Argentina;videojuego;109,017385
16,276276;Argentina;videojuego;112,114423
16,306306;Argentina;videojuego;112,376221
16,336336;Argentina;videojuego;107,454781
16,366366;Argentina;videojuego;110,445392
16,396396;Argentina;videojuego;112,420254
16,426426;Argentina;videojuego;109,330583
16,456456;Argentina;videojuego;116,45633
16,486486;Argentina;videojuego;114,038857
16,516517;Argentina;videojuego;107,794548
16,546547;Argentina;videojuego;109,314338
16,576577;Argentina;videojuego;107,648016
16,606607;Argentina;videojuego;111,401772
16,636637;Argentina;videojuego;111,445232
16,666667;Argentina;videojuego;111,132994
16,696697;Argentina;videojuego;111,259725
16,726727;Argentina;videojuego;111,936172
16,756757;Argentina;videojuego;107,370713
16,786787;Argentina;videojuego;118,397284
16,816817;Argentina;videojuego;109,519525
16,846847;Argentina;videojuego;112,751474
16,876877;Argentina;videojuego;107,400712
16,906907;Argentina;videojuego;114,302752
16,936937;Argentina;videojuego;110,54039
16,966967;Argentina;videojuego;112,151479
16,996997;Argentina;videojuego;114,799623
17,027027;Argentina;videojuego;111,753008
17,057057;Argentina;videojuego;116,254134
17,087087;Argentina;videojuego;115,215888
17,117117;Argentina;videojuego;115,363022
17,147147;Argentina;videojuego;114,360868
17,177177;Argentina;videojuego;117,695047
17,207207;Argentina;videojuego;111,738027
17,237237;Argentina;videojuego;116,327869
17,267267;Argentina;videojuego;108,240823
17,297297;Argentina;videojuego;118,324859
17,327327;Argentina;videojuego;116,760046
17,357357;Argentina;videojuego;110,419841
17,387387;Argentina;videojuego;114,680008
17,417417;Argentina;videojuego;116,351367
17,447447;Argentina;videojuego;115,504262
17,477477;Argentina;videojuego;112,971786
17,507508;Argentina;videojuego;113,86629
17,537538;Argentina;videojuego;117,108031
17,567568;Argentina;videojuego;113,66306
17,597598;Argentina;videojuego;115,093924
17,627628;Argentina;videojuego;117,048718
17,657658;Argentina;videojuego;112,424267
17,687688;Argentina;videojuego;113,725378
17,717718;Argentina;videojuego;107,446671
17,747748;Argentina;videojuego;112,122451
17,777778;Argentina;videojuego;107,818513
17,807808;Argentina;videojuego;116,883352
17,837838;Argentina;videojuego;119,803006
17,867868;Argentina;videojuego;113,266625
17,897898;Argentina;videojuego;113,95241
17,927928;Argentina;videojuego;108,157133
17,957958;Argentina;videojuego;117,459927
17,987988;Argentina;videojuego;113,864955
18,018018;Argentina;videojuego;114,160147
18,048048;Argentina;videojuego;116,633772
18,078078;Argentina;videojuego;114,419182
18,108108;Argentina;videojuego;117,925507
18,138138;Argentina;videojuego;117,118766
18,168168;Argentina;videojuego;116,658305
18,198198;Argentina;videojuego;120,059916
18,228228;Argentina;videojuego;117,164471
18,258258;Argentina;videojuego;112,414703
18,288288;Argentina;videojuego;121,424537
18,318318;Argentina;videojuego;119,939602
18,348348;Argentina;videojuego;118,705002
18,378378;Argentina;videojuego;114,304678
18,408408;Argentina;videojuego;115,186208
18,438438;Argentina;videojuego;118,224881
18,468468;Argentina;videojuego;120,21616
18,498498;Argentina;videojuego;113,073648
18,528529;Argentina;videojuego;126,203403
18,558559;Argentina;videojuego;116,287405
18,588589;Argentina;videojuego;120,483676
18,618619;Argentina;videojuego;119,578513
18,648649;Argentina;videojuego;124,617889
18,678679;Argentina;videojuego;116,592945
18,708709;Argentina;videojuego;115,957289
18,738739;Argentina;videojuego;117,440955
18,768769;Argentina;videojuego;114,147211
18,798799;Argentina;videojuego;125,03519
18,828829;Argentina;videojuego;123,112063
18,858859;Argentina;videojuego;119,5873
18,888889;Argentina;videojuego;117,940579
18,918919;Argentina;videojuego;124,986921
18,948949;Argentina;videojuego;124,536368
18,978979;Argentina;videojuego;117,40984
19,009009;Argentina;videojuego;122,924105
19,039039;Argentina;videojuego;121,212201
19,069069;Argentina;videojuego;117,411118
19,099099;Argentina;videojuego;120,933154
19,129129;Argentina;videojuego;121,458207
19,159159;Argentina;videojuego;124,841274
19,189189;Argentina;videojuego;123,042398
19,219219;Argentina;videojuego;116,25223
19,249249;Argentina;videojuego;119,095326
19,279279;Argentina;videojuego;122,405555
19,309309;Argentina;videojuego;116,895777
19,339339;Argentina;videojuego;125,879097
19,369369;Argentina;videojuego;119,22712
19,399399;Argentina;videojuego;119,154228
19,429429;Argentina;videojuego;121,215489
19,459459;Argentina;videojuego;118,739804
19,489489;Argentina;videojuego;119,361951
19,51952;Argentina;videojuego;129,788937
19,54955;Argentina;videojuego;124,405299
19,57958;Argentina;videojuego;125,711508
19,60961;Argentina;videojuego;120,810296
19,63964;Argentina;videojuego;120,777683
19,66967;Argentina;videojuego;118,741826
19,6997;Argentina;videojuego;122,204812
19,72973;Argentina;videojuego;126,408883
19,75976;Argentina;videojuego;128,835648
19,78979;Argentina;videojuego;118,293157
19,81982;Argentina;videojuego;115,792359
19,84985;Argentina;videojuego;127,537501
19,87988;Argentina;videojuego;121,869196
19,90991;Argentina;videojuego;126,024538
19,93994;Argentina;videojuego;127,168394
19,96997;Argentina;videojuego;129,108725
20;Argentina;videojuego;124,087095
20,03003;Argentina;videojuego;125,627683
20,06006;Argentina;videojuego;121,633695
20,09009;Argentina;videojuego;121,952201
20,12012;Argentina;videojuego;124,541418
20,15015;Argentina;videojuego;119,719409
20,18018;Argentina;videojuego;118,701663
20,21021;Argentina;videojuego;124,437973
20,24024;Argentina;videojuego;129,646851
20,27027;Argentina;videojuego;128,015692
20,3003;Argentina;videojuego;132,445871
20,33033;Argentina;videojuego;124,720734
20,36036;Argentina;videojuego;127,281404
20,39039;Argentina;videojuego;130,374737
20,42042;Argentina;videojuego;130,785288
20,45045;Argentina;videojuego;124,093798
20,48048;Argentina;videojuego;127,325717
20,510511;Argentina;videojuego;127,589417
20,540541;Argentina;videojuego;124,722602
20,570571;Argentina;videojuego;126,760884
20,600601;Argentina;videojuego;125,652787
20,630631;Argentina;videojuego;124,359143
20,660661;Argentina;videojuego;128,2374
20,690691;Argentina;videojuego;126,636807
20,720721;Argentina;videojuego;131,481197
20,750751;Argentina;videojuego;129,813065
20,780781;Argentina;videojuego;129,52723
20,810811;Argentina;videojuego;129,507257
20,840841;Argentina;videojuego;126,152458
20,870871;Argentina;videojuego;131,011791
20,900901;Argentina;videojuego;137,266303
20,930931;Argentina;videojuego;125,475205
20,960961;Argentina;videojuego;129,778063
20,990991;Argentina;videojuego;135,183284
21,021021;Argentina;videojuego;135,728513
21,051051;Argentina;videojuego;132,529475
21,081081;Argentina;videojuego;138,011828
21,111111;Argentina;videojuego;129,293365
21,141141;Argentina;videojuego;127,474694
21,171171;Argentina;videojuego;134,692026
21,201201;Argentina;videojuego;132,635777
21,231231;Argentina;videojuego;131,130705
21,261261;Argentina;videojuego;125,84874
21,291291;Argentina;videojuego;133,197226
21,321321;Argentina;videojuego;135,425583
21,351351;Argentina;videojuego;124,912247
21,381381;Argentina;videojuego;134,274431
21,411411;Argentina;videojuego;131,072748
21,441441;Argentina;videojuego;135,095281
21,471471;Argentina;videojuego;135,022763
21,501502;Argentina;videojuego;128,112603
21,531532;Argentina;videojuego;136,758781
21,561562;Argentina;videojuego;129,834498
21,591592;Argentina;videojuego;134,54411
21,621622;Argentina;videojuego;132,229742
21,651652;Argentina;videojuego;135,032876
21,681682;Argentina;videojuego;132,20973
21,711712;Argentina;videojuego;128,155896
21,741742;Argentina;videojuego;130,192411
21,771772;Argentina;videojuego;137,31709
21,801802;Argentina;videojuego;128,835158
21,831832;Argentina;videojuego;127,255604
21,861862;Argentina;videojuego;131,174812
21,891892;Argentina;videojuego;133,097438
21,921922;Argentina;videojuego;142,407516
21,951952;Argentina;videojuego;129,04321
21,981982;Argentina;videojuego;131,036976
22,012012;Argentina;videojuego;136,463878
22,042042;Argentina;videojuego;137,464072
22,072072;Argentina;videojuego;131,515411
22,102102;Argentina;videojuego;136,174456
22,132132;Argentina;videojuego;137,29
22,162162;Argentina;videojuego;133,01357
22,192192;Argentina;videojuego;132,462223
22,222222;Argentina;videojuego;137,647873
22,252252;Argentina;videojuego;132,697334
22,282282;Argentina;videojuego;131,18649
22,312312;Argentina;videojuego;132,700404
22,342342;Argentina;videojuego;134,641205
22,372372;Argentina;videojuego;137,991568
22,402402;Argentina;videojuego;136,732827
22,432432;Argentina;videojuego;137,939218
22,462462;Argentina;videojuego;145,113769
22,492492;Argentina;videojuego;144,440633
22,522523;Argentina;videojuego;136,670587
22,552553;Argentina;videojuego;137,715068
22,582583;Argentina;videojuego;142,006816
22,612613;Argentina;videojuego;132,713995
22,642643;Argentina;videojuego;139,376583
22,672673;Argentina;videojuego;145,580485
22,702703;Argentina;videojuego;138,756847
22,732733;Argentina;videojuego;132,961088
22,762763;Argentina;videojuego;131,191327
22,792793;Argentina;videojuego;133,799084
22,822823;Argentina;videojuego;138,6115
22,852853;Argentina;videojuego;135,505277
22,882883;Argentina;videojuego;136,26199
22,912913;Argentina;videojuego;135,562317
22,942943;Argentina;videojuego;136,676676
22,972973;Argentina;videojuego;141,512743
23,003003;Argentina;videojuego;133,621197
23,033033;Argentina;videojuego;134,712645
23,063063;Argentina;videojuego;137,335563
23,093093;Argentina;videojuego;140,378033
23,123123;Argentina;videojuego;143,028156
23,153153;Argentina;videojuego;136,772165
23,183183;Argentina;videojuego;136,246772
23,213213;Argentina;videojuego;141,158355
23,243243;Argentina;videojuego;141,315309
23,273273;Argentina;videojuego;139,612707
23,303303;Argentina;videojuego;142,170264
23,333333;Argentina;videojuego;143,829736
23,363363;Argentina;videojuego;140,725036
23,393393;Argentina;videojuego;139,540941
23,423423;Argentina;videojuego;138,977494
23,453453;Argentina;videojuego;142,830155
23,483483;Argentina;videojuego;139,824693
23,513514;Argentina;videojuego;145,474055
23,543544;Argentina;videojuego;141,822263
23,573574;Argentina;videojuego;140,490243
23,603604;Argentina;videojuego;137,855605
23,633634;Argentina;videojuego;138,044463
23,663664;Argentina;videojuego;142,38165
23,693694;Argentina;videojuego;142,941778
23,723724;Argentina;videojuego;144,663826
23,753754;Argentina;videojuego;142,139678
23,783784;Argentina;videojuego;146,243366
23,813814;Argentina;videojuego;137,651964
23,843844;Argentina;videojuego;144,148251
23,873874;Argentina;videojuego;150,226882
23,903904;Argentina;videojuego;149,617225
23,933934;Argentina;videojuego;152,332339
23,963964;Argentina;videojuego;151,175354
23,993994;Argentina;videojuego;148,502054
24,024024;Argentina;videojuego;144,484419
24,054054;Argentina;videojuego;146,850308
24,084084;Argentina;videojuego;144,261373
24,114114;Argentina;videojuego;150,730786
24,144144;Argentina;videojuego;145,869994
24,174174;Argentina;videojuego;140,290958
24,204204;Argentina;videojuego;148,804312
24,234234;Argentina;videojuego;148,923127
24,264264;Argentina;videojuego;144,970471
24,294294;Argentina;videojuego;143,846713
24,324324;Argentina;videojuego;149,741818
24,354354;Argentina;videojuego;155,479719
24,384384;Argentina;videojuego;136,4873
24,414414;Argentina;videojuego;150,324849
24,444444;Argentina;videojuego;147,52916
24,474474;Argentina;videojuego;147,885936
24,504505;Argentina;videojuego;146,290067
24,534535;Argentina;videojuego;145,50167
24,564565;Argentina;videojuego;152,788357
24,594595;Argentina;videojuego;150,228248
24,624625;Argentina;videojuego;151,547416
24,654655;Argentina;videojuego;147,975166
24,684685;Argentina;videojuego;153,187942
24,714715;Argentina;videojuego;141,456361
24,744745;Argentina;videojuego;154,113648
24,774775;Argentina;videojuego;142,283259
24,804805;Argentina;videojuego;151,911691
24,834835;Argentina;videojuego;148,674807
24,864865;Argentina;videojuego;151,618947
24,894895;Argentina;videojuego;154,877358
24,924925;Argentina;videojuego;147,855526
24,954955;Argentina;videojuego;144,689991
24,984985;Argentina;videojuego;147,556054
25,015015;Argentina;videojuego;149,183296
25,045045;Argentina;videojuego;148,4663
25,075075;Argentina;videojuego;145,552999
25,105105;Argentina;videojuego;150,582921
25,135135;Argentina;videojuego;151,433352
25,165165;Argentina;videojuego;147,10805
25,195195;Argentina;videojuego;155,648199
25,225225;Argentina;videojuego;155,664626
25,255255;Argentina;videojuego;151,728318
25,285285;Argentina;videojuego;149,31511
25,315315;Argentina;videojuego;153,958067
25,345345;Argentina;videojuego;153,334393
25,375375;Argentina;videojuego;147,750149
25,405405;Argentina;videojuego;147,949009
25,435435;Argentina;videojuego;150,542573
25,465465;Argentina;videojuego;153,805132
25,495495;Argentina;videojuego;148,436789
25,525526;Argentina;videojuego;155,523988
25,555556;Argentina;videojuego;156,660305
25,585586;Argentina;videojuego;153,425865
25,615616;Argentina;videojuego;152,557245
25,645646;Argentina;videojuego;158,249168
25,675676;Argentina;videojuego;157,023814
25,705706;Argentina;videojuego;148,565315
25,735736;Argentina;videojuego;154,538068
25,765766;Argentina;videojuego;153,493858
25,795796;Argentina;videojuego;157,209223
25,825826;Argentina;videojuego;158,402258
25,855856;Argentina;videojuego;147,458466
25,885886;Argentina;videojuego;164,58408
25,915916;Argentina;videojuego;144,002643
25,945946;Argentina;videojuego;151,785567
25,975976;Argentina;videojuego;165,953159
26,006006;Argentina;videojuego;157,424428
26,036036;Argentina;videojuego;163,144326
26,066066;Argentina;videojuego;153,465536
26,096096;Argentina;videojuego;153,156915
26,126126;Argentina;videojuego;158,224914
26,156156;Argentina;videojuego;149,371929
26,186186;Argentina;videojuego;153,866798
26,216216;Argentina;videojuego;159,045562
26,246246;Argentina;videojuego;154,306483
26,276276;Argentina;videojuego;160,211189
26,306306;Argentina;videojuego;153,87229
26,336336;Argentina;videojuego;160,81105
26,366366;Argentina;videojuego;163,175732
26,396396;Argentina;videojuego;151,187027
26,426426;Argentina;videojuego;156,864267
26,456456;Argentina;videojuego;153,926843
26,486486;Argentina;videojuego;158,414335
26,516517;Argentina;videojuego;152,54685
26,546547;Argentina;videojuego;162,049559
26,576577;Argentina;videojuego;158,857905
26,606607;Argentina;videojuego;156,630331
26,636637;Argentina;videojuego;158,144245
26,666667;Argentina;videojuego;160,295954
26,696697;Argentina;videojuego;148,24324
26,726727;Argentina;videojuego;156,099006
26,756757;Argentina;videojuego;152,988239
26,786787;Argentina;videojuego;159,013652
26,816817;Argentina;videojuego;160,634952
26,846847;Argentina;videojuego;167,948483
26,876877;Argentina;videojuego;159,505784
26,906907;Argentina;videojuego;153,39061
26,936937;Argentina;videojuego;165,804776
26,966967;Argentina;videojuego;158,640577
26,996997;Argentina;videojuego;161,927471
27,027027;Argentina;videojuego;168,209738
27,057057;Argentina;videojuego;157,060964
27,087087;Argentina;videojuego;155,900632
27,117117;Argentina;videojuego;163,387413
27,147147;Argentina;videojuego;164,250618
27,177177;Argentina;videojuego;159,045583
27,207207;Argentina;videojuego;154,496944
27,237237;Argentina;videojuego;159,057004
27,267267;Argentina;videojuego;170,137193
27,297297;Argentina;videojuego;159,949946
27,327327;Argentina;videojuego;161,328351
27,357357;Argentina;videojuego;158,171288
27,387387;Argentina;videojuego;167,482592
27,417417;Argentina;videojuego;158,157202
27,447447;Argentina;videojuego;159,505037
27,477477;Argentina;videojuego;169,269353
27,507508;Argentina;videojuego;155,495109
27,537538;Argentina;videojuego;165,280241
27,567568;Argentina;videojuego;166,784918
27,597598;Argentina;videojuego;171,499776
27,627628;Argentina;videojuego;161,721414
27,657658;Argentina;videojuego;161,155643
27,687688;Argentina;videojuego;164,175177
27,717718;Argentina;videojuego;171,894775
27,747748;Argentina;videojuego;170,435827
27,777778;Argentina;videojuego;162,19095
27,807808;Argentina;videojuego;165,205633
27,837838;Argentina;videojuego;160,686364
27,867868;Argentina;videojuego;158,455404
27,897898;Argentina;videojuego;177,489939
27,927928;Argentina;videojuego;163,401246
27,957958;Argentina;videojuego;168,859448
27,987988;Argentina;videojuego;168,460518
28,018018;Argentina;videojuego;173,384019
28,048048;Argentina;videojuego;170,697482
28,078078;Argentina;videojuego;176,575823
28,108108;Argentina;videojuego;161,949202
28,138138;Argentina;videojuego;162,877459
28,168168;Argentina;videojuego;160,22206
28,198198;Argentina;videojuego;163,125849
28,228228;Argentina;videojuego;164,587372
28,258258;Argentina;videojuego;158,283367
28,288288;Argentina;videojuego;159,626395
28,318318;Argentina;videojuego;169,99252
28,348348;Argentina;videojuego;167,530099
28,378378;Argentina;videojuego;174,015831
28,408408;Argentina;videojuego;160,817318
28,438438;Argentina;videojuego;170,048985
28,468468;Argentina;videojuego;164,037486
28,498498;Argentina;videojuego;171,53717
28,528529;Argentina;videojuego;158,510365
28,558559;Argentina;videojuego;178,727385
28,588589;Argentina;videojuego;169,054859
28,618619;Argentina;videojuego;181,208774
28,648649;Argentina;videojuego;173,928302
28,678679;Argentina;videojuego;177,319969
28,708709;Argentina;videojuego;177,1263
28,738739;Argentina;videojuego;173,726489
28,768769;Argentina;videojuego;172,374481
28,798799;Argentina;videojuego;169,006307
28,828829;Argentina;videojuego;176,555205
28,858859;Argentina;videojuego;165,462568
28,888889;Argentina;videojuego;166,853106
28,918919;Argentina;videojuego;174,082456
28,948949;Argentina;videojuego;171,292228
28,978979;Argentina;videojuego;170,351724
29,009009;Argentina;videojuego;171,804762
29,039039;Argentina;videojuego;176,55837
29,069069;Argentina;videojuego;168,67791
29,099099;Argentina;videojuego;179,536183
29,129129;Argentina;videojuego;171,764654
29,159159;Argentina;videojuego;175,520281
29,189189;Argentina;videojuego;180,104584
29,219219;Argentina;videojuego;172,689261
29,249249;Argentina;videojuego;179,295718
29,279279;Argentina;videojuego;176,833481
29,309309;Argentina;videojuego;172,102749
29,339339;Argentina;videojuego;178,481801
29,369369;Argentina;videojuego;179,846906
29,399399;Argentina;videojuego;179,142472
29,429429;Argentina;videojuego;188,128903
29,459459;Argentina;videojuego;184,106437
29,489489;Argentina;videojuego;178,333759
29,51952;Argentina;videojuego;172,577496
29,54955;Argentina;videojuego;172,007981
29,57958;Argentina;videojuego;175,458434
29,60961;Argentina;videojuego;170,641843
29,63964;Argentina;videojuego;173,002746
29,66967;Argentina;videojuego;175,115306
29,6997;Argentina;videojuego;174,314471
29,72973;Argentina;videojuego;180,346134
29,75976;Argentina;videojuego;176,875696
29,78979;Argentina;videojuego;175,490666
29,81982;Argentina;videojuego;185,837117
29,84985;Argentina;videojuego;185,135268
29,87988;Argentina;videojuego;172,962791
29,90991;Argentina;videojuego;178,731731
29,93994;Argentina;videojuego;173,962172
29,96997;Argentina;videojuego;168,715461
30;Argentina;videojuego;180,557986
0;Chile;informativa;49,826588
0,03003;Chile;informativa;53,898926
0,06006;Chile;informativa;53,258353
0,09009;Chile;informativa;52,948337
0,12012;Chile;informativa;53,274417
0,15015;Chile;informativa;53,461557
0,18018;Chile;informativa;53,532242
0,21021;Chile;informativa;52,650393
0,24024;Chile;informativa;51,050135
0,27027;Chile;informativa;50,71422
0,3003;Chile;informativa;54,46887
0,33033;Chile;informativa;52,993482
0,36036;Chile;informativa;53,337499
0,39039;Chile;informativa;52,687855
0,42042;Chile;informativa;52,981288
0,45045;Chile;informativa;53,440447
0,48048;Chile;informativa;51,703692
0,510511;Chile;informativa;53,391393
0,540541;Chile;informativa;50,818509
0,570571;Chile;informativa;49,906434
0,600601;Chile;informativa;50,665938
0,630631;Chile;informativa;53,955831
0,660661;Chile;informativa;53,076055
0,690691;Chile;informativa;52,245538
0,720721;Chile;informativa;51,227034
0,750751;Chile;informativa;54,475208
0,780781;Chile;informativa;49,348358
0,810811;Chile;informativa;53,0617
0,840841;Chile;informativa;54,344256
0,870871;Chile;informativa;54,900675
0,900901;Chile;informativa;52,738547
0,930931;Chile;informativa;53,421631
0,960961;Chile;informativa;52,475978
0,990991;Chile;informativa;52,878981
1,021021;Chile;informativa;52,886137
1,051051;Chile;informativa;52,632242
1,081081;Chile;informativa;51,396148
1,111111;Chile;informativa;51,524719
1,141141;Chile;informativa;51,82784
1,171171;Chile;informativa;51,517966
1,201201;Chile;informativa;55,301989
1,231231;Chile;informativa;55,155722
1,261261;Chile;informativa;51,04008
1,291291;Chile;informativa;50,886374
1,321321;Chile;informativa;54,964294
1,351351;Chile;informativa;53,709799
1,381381;Chile;informativa;55,600047
1,411411;Chile;informativa;53,437104
1,441441;Chile;informativa;52,205715
1,471471;Chile;informativa;53,47458
1,501502;Chile;informativa;56,19788
1,531532;Chile;informativa;52,985524
1,561562;Chile;informativa;58,489548
1,591592;Chile;informativa;53,729032
1,621622;Chile;informativa;51,191619
1,651652;Chile;informativa;54,273945
1,681682;Chile;informativa;54,7834
1,711712;Chile;informativa;51,978876
1,741742;Chile;informativa;52,282078
1,771772;Chile;informativa;53,385889
1,801802;Chile;informativa;53,335474
1,831832;Chile;informativa;54,296509
1,861862;Chile;informativa;53,258349
1,891892;Chile;informativa;53,296288
1,921922;Chile;informativa;53,43681
1,951952;Chile;informativa;54,035981
1,981982;Chile;informativa;51,822047
2,012012;Chile;informativa;53,790543
2,042042;Chile;informativa;53,987393
2,072072;Chile;informativa;55,19944
2,102102;Chile;informativa;54,356145
2,132132;Chile;informativa;51,809847
2,162162;Chile;informativa;54,390423
2,192192;Chile;informativa;54,213681
2,222222;Chile;informativa;54,255657
2,252252;Chile;informativa;55,402077
2,282282;Chile;informativa;53,820418
2,312312;Chile;informativa;52,268922
2,342342;Chile;informativa;54,218622
2,372372;Chile;informativa;53,281198
2,402402;Chile;informativa;54,09019
2,432432;Chile;informativa;52,846288
2,462462;Chile;informativa;54,452644
2,492492;Chile;informativa;56,723638
2,522523;Chile;informativa;54,730414
2,552553;Chile;informativa;53,476971
2,582583;Chile;informativa;55,3921
2,612613;Chile;informativa;53,05674
2,642643;Chile;informativa;54,964474
2,672673;Chile;informativa;57,96277
2,702703;Chile;informativa;54,131072
2,732733;Chile;informativa;53,455575
2,762763;Chile;informativa;54,940724
2,792793;Chile;informativa;53,202459
2,822823;Chile;informativa;55,010731
2,852853;Chile;informativa;55,684976
2,882883;Chile;informativa;54,46994
2,912913;Chile;informativa;58,918708
2,942943;Chile;informativa;57,173691
2,972973;Chile;informativa;55,323853
3,003003;Chile;informativa;53,491438
3,033033;Chile;informativa;54,356979
3,063063;Chile;informativa;50,933202
3,093093;Chile;informativa;54,9645
3,123123;Chile;informativa;57,368052
3,153153;Chile;informativa;55,764147
3,183183;Chile;informativa;59,250353
